Area,Age,M/F,Cause of death or injury,Measure,"Value per 100,000",Lower bound,Upper bound
Jammu & Kashmir and Ladakh,<5 years,Male,Digestive diseases,Affected rank,15,,
Jammu & Kashmir and Ladakh,<5 years,Male,Digestive diseases,Affected,3.279348037,1.84820622,6.390663935
Jharkhand,<5 years,Male,Digestive diseases,Affected rank,15,,
Jharkhand,<5 years,Male,Digestive diseases,Affected,33.2495513,17.93048019,65.0967536
Karnataka,<5 years,Male,Digestive diseases,Affected rank,15,,
Karnataka,<5 years,Male,Digestive diseases,Affected,43.53799848,25.46588033,72.17164309
Kerala,<5 years,Male,Digestive diseases,Affected rank,13,,
Kerala,<5 years,Male,Digestive diseases,Affected,5.280548631,2.755629084,10.22089419
Madhya Pradesh,<5 years,Male,Digestive diseases,Affected rank,15,,
Madhya Pradesh,<5 years,Male,Digestive diseases,Affected,92.18419835,55.53021659,156.3900661
Maharashtra,<5 years,Male,Digestive diseases,Affected rank,14,,
Maharashtra,<5 years,Male,Digestive diseases,Affected,40.38618864,22.93291291,71.26326421
Manipur,<5 years,Male,Digestive diseases,Affected rank,10,,
Manipur,<5 years,Male,Digestive diseases,Affected,5.17666886,2.321088267,9.219422474
Meghalaya,<5 years,Male,Digestive diseases,Affected rank,11,,
Meghalaya,<5 years,Male,Digestive diseases,Affected,7.978268756,3.893792177,14.30152155
Mizoram,<5 years,Male,Digestive diseases,Affected rank,11,,
Mizoram,<5 years,Male,Digestive diseases,Affected,0.952921011,0.401250924,2.004815998
Nagaland,<5 years,Male,Digestive diseases,Affected rank,10,,
Nagaland,<5 years,Male,Digestive diseases,Affected,2.061786884,0.977389666,3.695596242
Odisha,<5 years,Male,Digestive diseases,Affected rank,14,,
Odisha,<5 years,Male,Digestive diseases,Affected,46.59628902,26.56928873,81.14306387
Other Union Territories,<5 years,Male,Digestive diseases,Affected rank,14,,
Other Union Territories,<5 years,Male,Digestive diseases,Affected,2.263117512,1.098135169,4.213609093
Punjab,<5 years,Male,Digestive diseases,Affected rank,13,,
Punjab,<5 years,Male,Digestive diseases,Affected,8.806485166,5.11478391,15.16103378
Rajasthan,<5 years,Male,Digestive diseases,Affected rank,15,,
Rajasthan,<5 years,Male,Digestive diseases,Affected,45.25841199,26.01781928,89.17650467
Sikkim,<5 years,Male,Digestive diseases,Affected rank,9,,
Sikkim,<5 years,Male,Digestive diseases,Affected,1.216522802,0.543139243,2.312969858
Tamil Nadu,<5 years,Male,Digestive diseases,Affected rank,15,,
Tamil Nadu,<5 years,Male,Digestive diseases,Affected,14.4170795,7.970212583,26.77229101
Telangana,<5 years,Male,Digestive diseases,Affected rank,15,,
Telangana,<5 years,Male,Digestive diseases,Affected,16.02985346,9.206498325,29.18147844
Tripura,<5 years,Male,Digestive diseases,Affected rank,13,,
Tripura,<5 years,Male,Digestive diseases,Affected,2.395338497,1.130981694,5.101180551
Uttar Pradesh,<5 years,Male,Digestive diseases,Affected rank,15,,
Uttar Pradesh,<5 years,Male,Digestive diseases,Affected,303.9795259,180.325304,494.9813529
Uttarakhand,<5 years,Male,Digestive diseases,Affected rank,14,,
Uttarakhand,<5 years,Male,Digestive diseases,Affected,3.584123268,2.070257219,6.440531381
West Bengal,<5 years,Male,Digestive diseases,Affected rank,14,,
West Bengal,<5 years,Male,Digestive diseases,Affected,37.4597071,20.67272135,72.0831557
Andhra Pradesh,<5 years,Male,Neurological disorders,Affected rank,11,,
Andhra Pradesh,<5 years,Male,Neurological disorders,Affected,49.89056367,19.67123478,83.20444097
Arunachal Pradesh,<5 years,Male,Neurological disorders,Affected rank,13,,
Arunachal Pradesh,<5 years,Male,Neurological disorders,Affected,1.981303035,0.966458929,3.632812178
Assam,<5 years,Male,Neurological disorders,Affected rank,13,,
Assam,<5 years,Male,Neurological disorders,Affected,51.09479345,20.45896497,94.90200545
Bihar,<5 years,Male,Neurological disorders,Affected rank,13,,
Bihar,<5 years,Male,Neurological disorders,Affected,171.1956735,95.41032578,274.6023052
Chhattisgarh,<5 years,Male,Neurological disorders,Affected rank,12,,
Chhattisgarh,<5 years,Male,Neurological disorders,Affected,36.70572208,10.83284331,60.25509311
Delhi,<5 years,Male,Neurological disorders,Affected rank,13,,
Delhi,<5 years,Male,Neurological disorders,Affected,5.992985675,3.196313425,10.48944605
Goa,<5 years,Male,Neurological disorders,Affected rank,10,,
Goa,<5 years,Male,Neurological disorders,Affected,0.685628299,0.276386914,1.28009424
Gujarat,<5 years,Male,Neurological disorders,Affected rank,13,,
Gujarat,<5 years,Male,Neurological disorders,Affected,77.03363873,38.11630826,127.1432617
Haryana,<5 years,Male,Neurological disorders,Affected rank,12,,
Haryana,<5 years,Male,Neurological disorders,Affected,27.58935532,15.08318513,43.1447771
Himachal Pradesh,<5 years,Male,Neurological disorders,Affected rank,11,,
Himachal Pradesh,<5 years,Male,Neurological disorders,Affected,5.03481567,3.003752971,8.039704486
Jammu & Kashmir and Ladakh,<5 years,Male,Neurological disorders,Affected rank,13,,
Jammu & Kashmir and Ladakh,<5 years,Male,Neurological disorders,Affected,7.031637186,4.319208556,10.72113563
Jharkhand,<5 years,Male,Neurological disorders,Affected rank,11,,
Jharkhand,<5 years,Male,Neurological disorders,Affected,50.63225925,14.18471266,86.75514722
Karnataka,<5 years,Male,Neurological disorders,Affected rank,13,,
Karnataka,<5 years,Male,Neurological disorders,Affected,70.04210988,39.71109391,109.8585598
Kerala,<5 years,Male,Neurological disorders,Affected rank,11,,
Kerala,<5 years,Male,Neurological disorders,Affected,8.32595831,3.72727986,19.46649137
Madhya Pradesh,<5 years,Male,Neurological disorders,Affected rank,13,,
Madhya Pradesh,<5 years,Male,Neurological disorders,Affected,155.5990245,65.33889206,263.2557864
Maharashtra,<5 years,Male,Neurological disorders,Affected rank,12,,
Maharashtra,<5 years,Male,Neurological disorders,Affected,56.14379496,32.24658446,87.54346864
Manipur,<5 years,Male,Neurological disorders,Affected rank,16,,
Manipur,<5 years,Male,Neurological disorders,Affected,1.689256725,0.894668415,3.133769375
Meghalaya,<5 years,Male,Neurological disorders,Affected rank,12,,
Meghalaya,<5 years,Male,Neurological disorders,Affected,5.966620866,2.115635677,11.78595065
Mizoram,<5 years,Male,Neurological disorders,Affected rank,18,,
Mizoram,<5 years,Male,Neurological disorders,Affected,0.094607595,0.043157045,0.168254649
Nagaland,<5 years,Male,Neurological disorders,Affected rank,15,,
Nagaland,<5 years,Male,Neurological disorders,Affected,1.126932971,0.611657715,1.848811023
Odisha,<5 years,Male,Neurological disorders,Affected rank,11,,
Odisha,<5 years,Male,Neurological disorders,Affected,89.66473966,22.68913739,161.6948599
Other Union Territories,<5 years,Male,Neurological disorders,Affected rank,13,,
Other Union Territories,<5 years,Male,Neurological disorders,Affected,2.306275963,1.244875537,4.059115288
Punjab,<5 years,Male,Neurological disorders,Affected rank,11,,
Punjab,<5 years,Male,Neurological disorders,Affected,21.37708588,12.66044736,31.86748026
Rajasthan,<5 years,Male,Neurological disorders,Affected rank,12,,
Rajasthan,<5 years,Male,Neurological disorders,Affected,97.54083336,55.18569548,147.7032201
Sikkim,<5 years,Male,Neurological disorders,Affected rank,13,,
Sikkim,<5 years,Male,Neurological disorders,Affected,0.640885414,0.311909165,1.178239268
Tamil Nadu,<5 years,Male,Neurological disorders,Affected rank,11,,
Tamil Nadu,<5 years,Male,Neurological disorders,Affected,32.8710025,20.34518781,50.67052531
Telangana,<5 years,Male,Neurological disorders,Affected rank,11,,
Telangana,<5 years,Male,Neurological disorders,Affected,37.4716242,16.43238856,61.08220623
Tripura,<5 years,Male,Neurological disorders,Affected rank,15,,
Tripura,<5 years,Male,Neurological disorders,Affected,1.170211416,0.684102119,1.904459826
Uttar Pradesh,<5 years,Male,Neurological disorders,Affected rank,13,,
Uttar Pradesh,<5 years,Male,Neurological disorders,Affected,458.4279381,235.9218658,762.8435014
Uttarakhand,<5 years,Male,Neurological disorders,Affected rank,11,,
Uttarakhand,<5 years,Male,Neurological disorders,Affected,6.886225825,4.138856152,10.67173858
West Bengal,<5 years,Male,Neurological disorders,Affected rank,13,,
West Bengal,<5 years,Male,Neurological disorders,Affected,42.83048739,25.70508865,67.52743721
Andhra Pradesh,<5 years,Male,Mental disorders,Affected rank,,,
Andhra Pradesh,<5 years,Male,Mental disorders,Affected,,,
Arunachal Pradesh,<5 years,Male,Mental disorders,Affected rank,,,
Arunachal Pradesh,<5 years,Male,Mental disorders,Affected,,,
Assam,<5 years,Male,Mental disorders,Affected rank,,,
Assam,<5 years,Male,Mental disorders,Affected,,,
Bihar,<5 years,Male,Mental disorders,Affected rank,,,
Bihar,<5 years,Male,Mental disorders,Affected,,,
Chhattisgarh,<5 years,Male,Mental disorders,Affected rank,,,
Chhattisgarh,<5 years,Male,Mental disorders,Affected,,,
Delhi,<5 years,Male,Mental disorders,Affected rank,,,
Delhi,<5 years,Male,Mental disorders,Affected,,,
Goa,<5 years,Male,Mental disorders,Affected rank,,,
Goa,<5 years,Male,Mental disorders,Affected,,,
Gujarat,<5 years,Male,Mental disorders,Affected rank,,,
Gujarat,<5 years,Male,Mental disorders,Affected,,,
Haryana,<5 years,Male,Mental disorders,Affected rank,,,
Haryana,<5 years,Male,Mental disorders,Affected,,,
Himachal Pradesh,<5 years,Male,Mental disorders,Affected rank,,,
Himachal Pradesh,<5 years,Male,Mental disorders,Affected,,,
Jammu & Kashmir and Ladakh,<5 years,Male,Mental disorders,Affected rank,,,
Jammu & Kashmir and Ladakh,<5 years,Male,Mental disorders,Affected,,,
Jharkhand,<5 years,Male,Mental disorders,Affected rank,,,
Jharkhand,<5 years,Male,Mental disorders,Affected,,,
Karnataka,<5 years,Male,Mental disorders,Affected rank,,,
Karnataka,<5 years,Male,Mental disorders,Affected,,,
Kerala,<5 years,Male,Mental disorders,Affected rank,,,
Kerala,<5 years,Male,Mental disorders,Affected,,,
Madhya Pradesh,<5 years,Male,Mental disorders,Affected rank,,,
Madhya Pradesh,<5 years,Male,Mental disorders,Affected,,,
Maharashtra,<5 years,Male,Mental disorders,Affected rank,,,
Maharashtra,<5 years,Male,Mental disorders,Affected,,,
Manipur,<5 years,Male,Mental disorders,Affected rank,,,
Manipur,<5 years,Male,Mental disorders,Affected,,,
Meghalaya,<5 years,Male,Mental disorders,Affected rank,,,
Meghalaya,<5 years,Male,Mental disorders,Affected,,,
Mizoram,<5 years,Male,Mental disorders,Affected rank,,,
Mizoram,<5 years,Male,Mental disorders,Affected,,,
Nagaland,<5 years,Male,Mental disorders,Affected rank,,,
Nagaland,<5 years,Male,Mental disorders,Affected,,,
Odisha,<5 years,Male,Mental disorders,Affected rank,,,
Odisha,<5 years,Male,Mental disorders,Affected,,,
Other Union Territories,<5 years,Male,Mental disorders,Affected rank,,,
Other Union Territories,<5 years,Male,Mental disorders,Affected,,,
Punjab,<5 years,Male,Mental disorders,Affected rank,,,
Punjab,<5 years,Male,Mental disorders,Affected,,,
Rajasthan,<5 years,Male,Mental disorders,Affected rank,,,
Rajasthan,<5 years,Male,Mental disorders,Affected,,,
Sikkim,<5 years,Male,Mental disorders,Affected rank,,,
Sikkim,<5 years,Male,Mental disorders,Affected,,,
Tamil Nadu,<5 years,Male,Mental disorders,Affected rank,,,
Tamil Nadu,<5 years,Male,Mental disorders,Affected,,,
Telangana,<5 years,Male,Mental disorders,Affected rank,,,
Telangana,<5 years,Male,Mental disorders,Affected,,,
Tripura,<5 years,Male,Mental disorders,Affected rank,,,
Tripura,<5 years,Male,Mental disorders,Affected,,,
Uttar Pradesh,<5 years,Male,Mental disorders,Affected rank,,,
Uttar Pradesh,<5 years,Male,Mental disorders,Affected,,,
Uttarakhand,<5 years,Male,Mental disorders,Affected rank,,,
Uttarakhand,<5 years,Male,Mental disorders,Affected,,,
West Bengal,<5 years,Male,Mental disorders,Affected rank,,,
West Bengal,<5 years,Male,Mental disorders,Affected,,,
Andhra Pradesh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Andhra Pradesh,<5 years,Male,Musculoskeletal disorders,Affected,0.058668033,0.029922728,0.118700626
Arunachal Pradesh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Arunachal Pradesh,<5 years,Male,Musculoskeletal disorders,Affected,0.005870768,0.002779682,0.011383486
Assam,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Assam,<5 years,Male,Musculoskeletal disorders,Affected,0.078342554,0.031951127,0.176329456
Bihar,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Bihar,<5 years,Male,Musculoskeletal disorders,Affected,0.353282046,0.167803228,0.714044328
Chhattisgarh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Chhattisgarh,<5 years,Male,Musculoskeletal disorders,Affected,0.064252632,0.020401555,0.135931773
Delhi,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Delhi,<5 years,Male,Musculoskeletal disorders,Affected,0.020562369,0.008916339,0.040952036
Goa,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Goa,<5 years,Male,Musculoskeletal disorders,Affected,0.000216997,6.61E-05,0.000925828
Gujarat,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Gujarat,<5 years,Male,Musculoskeletal disorders,Affected,0.134375523,0.065890509,0.287998976
Haryana,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Haryana,<5 years,Male,Musculoskeletal disorders,Affected,0.046667044,0.024616519,0.091602551
Himachal Pradesh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Himachal Pradesh,<5 years,Male,Musculoskeletal disorders,Affected,0.005699047,0.002414473,0.015496637
Jammu & Kashmir and Ladakh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Jammu & Kashmir and Ladakh,<5 years,Male,Musculoskeletal disorders,Affected,0.005154652,0.00194369,0.016876353
Jharkhand,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Jharkhand,<5 years,Male,Musculoskeletal disorders,Affected,0.075884903,0.029709692,0.2027379
Karnataka,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Karnataka,<5 years,Male,Musculoskeletal disorders,Affected,0.165457455,0.08403143,0.308899132
Kerala,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Kerala,<5 years,Male,Musculoskeletal disorders,Affected,0.010604655,0.004043914,0.038151681
Madhya Pradesh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Madhya Pradesh,<5 years,Male,Musculoskeletal disorders,Affected,0.327105074,0.174464134,0.529032185
Maharashtra,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Maharashtra,<5 years,Male,Musculoskeletal disorders,Affected,0.141157045,0.053604059,0.296600875
Manipur,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Manipur,<5 years,Male,Musculoskeletal disorders,Affected,0.009742198,0.004444909,0.018437223
Meghalaya,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Meghalaya,<5 years,Male,Musculoskeletal disorders,Affected,0.018748357,0.007376578,0.036717436
Mizoram,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Mizoram,<5 years,Male,Musculoskeletal disorders,Affected,0.002056982,0.000781223,0.004827015
Nagaland,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Nagaland,<5 years,Male,Musculoskeletal disorders,Affected,0.005591135,0.001956617,0.010671188
Odisha,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Odisha,<5 years,Male,Musculoskeletal disorders,Affected,0.148472235,0.069479534,0.257309461
Other Union Territories,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Other Union Territories,<5 years,Male,Musculoskeletal disorders,Affected,0.004304342,0.001935999,0.009598794
Punjab,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Punjab,<5 years,Male,Musculoskeletal disorders,Affected,0.051194904,0.023033773,0.093956698
Rajasthan,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Rajasthan,<5 years,Male,Musculoskeletal disorders,Affected,0.151983065,0.082095097,0.303868644
Sikkim,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Sikkim,<5 years,Male,Musculoskeletal disorders,Affected,0.002660663,0.00113586,0.004958936
Tamil Nadu,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Tamil Nadu,<5 years,Male,Musculoskeletal disorders,Affected,0.059033767,0.026580861,0.136583364
Telangana,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Telangana,<5 years,Male,Musculoskeletal disorders,Affected,0.04576755,0.023214154,0.099616944
Tripura,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Tripura,<5 years,Male,Musculoskeletal disorders,Affected,0.004070257,0.00151894,0.009306518
Uttar Pradesh,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Uttar Pradesh,<5 years,Male,Musculoskeletal disorders,Affected,0.824481802,0.455547611,1.440113451
Uttarakhand,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
Uttarakhand,<5 years,Male,Musculoskeletal disorders,Affected,0.011685387,0.005376282,0.026246228
West Bengal,<5 years,Male,Musculoskeletal disorders,Affected rank,20,,
West Bengal,<5 years,Male,Musculoskeletal disorders,Affected,0.082151481,0.039093414,0.213478794
Andhra Pradesh,<5 years,Male,Other non-communicable diseases,Affected rank,2,,
Andhra Pradesh,<5 years,Male,Other non-communicable diseases,Affected,1097.950419,711.0241959,1735.076614
Arunachal Pradesh,<5 years,Male,Other non-communicable diseases,Affected rank,2,,
Arunachal Pradesh,<5 years,Male,Other non-communicable diseases,Affected,48.95761452,29.64110739,78.11855549
Assam,<5 years,Male,Other non-communicable diseases,Affected rank,4,,
Assam,<5 years,Male,Other non-communicable diseases,Affected,960.9268027,566.5982966,1572.964702
Bihar,<5 years,Male,Other non-communicable diseases,Affected rank,3,,
Bihar,<5 years,Male,Other non-communicable diseases,Affected,4165.314582,2670.082263,6060.345368
Chhattisgarh,<5 years,Male,Other non-communicable diseases,Affected rank,3,,
